location,count
شفاعمرو,19
Magdeburg,19
الصحراء الكبرى,19
Fayette County,19
سويسرا,19
Nubia,19
Izmir,19
Vaud,19
Shandong Sheng,19
ארמניה,19
סקסוניה,19
דורסט,19
מדינות סלאביות,19
פראג,19
فرنسا,19
אזור תל אביב-יפו,19
"Africa, Portuguese-speaking",19
San Diego,19
אוקלנד,19
برينستون,19
Nevis,19
סאפוק,19
الدول الأجنبية,19
גארי,19
Tahiti (Island),19
Pella,19
Somalia,19
ארצות המערב,19
Szeged,19
אוגסבורג,19
منغوليا,19
אושויץ,19
Euphrates River Valley,19
West Bank and Gaza Strip,19
Drohobych,19
Thessalonike,19
Guadalajara,19
Sudan,19
"Caribbean, English-speaking",19
מקאו (אזור מנהלי מיוחד),19
יריחו,19
בורגונדי,19
קונקורד,19
Haifa Bay,19
נהר הקולורדו (קולורדו-מקסיקו),19
וישי,19
Oklahoma,19
توسكانا,19
Tel Aviv-Yafo Region,19
פלימות,19
Yazd,19
לובלין,19
אסוואטיני,19
שארטר,19
النجف,19
Senegal,19
קורדובה,19
Islands of the Pacific,19
Chisinau,19
אזור מטרופולי טוקיו,19
יוון הגדולה,19
Bet She'an,19
אנטיגואה,19
בהוטן,19
السعودية,19
Calcutta,19
טמיל נאדו,19
Africa,19
Albania,19
تشاد,19
עמק מוזל,19
تايلاند,19
Silk Road,19
Mainz (Rhineland-Palatinate),19
אוגרית (עיר קדומה),19
רואן,19
Southern Cone of South America,19
Ryukyu Islands,19
סקוטלנד,19
פאנוניה,19
Pakistan,19
Tibet Region,19
"קורפו, אי",19
איידהו,19
קובנטרי,19
נאנג'ינג (ג'יאנגסו שנג),19
ברנדנבורג,19
جمهورية الكونغو الديمقراطية,19
פולין,19
Kyrgyzstan,19
السند,19
Canary Islands,19
אדלייד (אוסטרליה הדרומית),19
Miskolc,19
Poitou,19
אליקנטה (מחוז),19
אוסטריה עילית,19
מנטובה,19
ארקנזס,19
Thebes (Extinct city),19
اليمن (جمهورية),19
Cerveteri,19
מאוריציוס,19
Hokkaido,19
Suriname,19
ג'מייקה,19
Ferrara,19
Sicily,19
"אפריקה, דוברי צרפתית",19
אזור הים השחור,19
לטביה,19
Hadera,19
וורמס,19
דלהי,19
Paestum (Extinct city),19
ליקיה,19
Dauphine,19
زيمبابوي,19
אביניון,19
הרצליה,19
אזור גליציה,19
סנקט פטרבורג,19
Damascus,19
هيلدسهايم,19
Grand Canyon,19
Four Corners Region,19
סארי,19
Namibia,19
الإسكندرية,19
Cluny,19
נונאווט,19
סרביה ומומטנגרו,19
Holstein,19
נורפולק,19
Louisiana,19
Nahariya,19
"Negev, Northern",19
Saint-Denis,19
Madison,19
Prato,19
ים ערבי,19
Judean Hills,19
נורת'מברלנד,19
Greenland,19
Sumatra,19
וייטנאם,19
Durham,19
חוף האוקיינוס השקט (אמריקה הצפונית),19
كريات آتا,19
كوريا الشمالية,19
Atlantic Coast (U.S.),19
Western Front,19
Lesotho,19
אבלה (עיר קדומה),19
דובאי,19
סן חוזה,19
Volhynia,19
Frankfurt,19
אוזבקיסטן,19
Bath,19
דימונה,19
פוליה,19
ז'נבה,19
ערבה דרומית,19
פראטו,19
טובה,19
אומבריה,19
Boston,19
סלבדור,19
פקיסטן,19
Jerusalem Metropolitan Area,19
לבנון,19
Iceland,19
נהריה,19
אזור ארבע פינות,19
אמיליה רומנה,19
נארה-שי,19
موزمبيق,19
רותניה (צ'כיה),19
Selinus (Extinct city),19
תדמור,19
לדאק,19
מחוז סנטה קלרה,19
الجزائر (مدينة),19
Lesbos (Municipality),19
Hungary,19
קנטקי,19
Galicia (Region),19
الاتحاد السوفيتي,19
בנגקוק,19
Saint Lucia,19
אי הנסיך אדוארד,19
אזור הרי הימלאיה,19
الهند الصينية,19
באפלו,19
גוטינגן,19
גלווסטון,19
המזרח התיכון,19
جربة,19
بوروندي,19
היילנדס,19
"Silesia, Lower (Poland and Germany)",19
مدغشقر,19
Washington County,19
Cincinnati,19
Tropics,19
Orvieto,19
הים האקרטי,19
Jenin,19
גורדיון (עיר קדומה),19
אקוודור,19
Cold regions,19
טנסי,19
הילדסהיים,19
Image,19
סנטה פה,19
Utrecht,19
Cambridge,19
עמק נהר הזמבזי,19
Prince Edward Island,19
Benin,19
פרמה,19
וילקופולסקה,19
המחוזות האטלנטיים,19
Erfurt,19
אביה (אי),19
Tajikistan,19
Helsinki,19
Eastern Front,19
القرن الأفريقي,19
Quintana Roo (State),19
Calabria,19
גוודלחרה,19
Curacao,19
בראונשווייג (מדינה),19
"Galilee, Lower",19
מפרץ אילת,19
אימפריה המוגולית,19
Greene County,19
منطقة حاضرة القدس,19
עמק נהר ההדסון (ניו יורק וניו ג'רזי),19
Bali (Province),19
"Asia, Central",19
Maputo,19
Croatia,19
Arad,19
ארגנטינה,19
קרתגו (עיר קדומה),19
מסופוטמיה,19
פוזנן,19
إيلات,19
רעננה,19
אוסטרליה הדרומית,19
ויסבאדן,19
شبه الجزيرة العربية,19
Stanford,19
موسكو,19
טרינידד,19
סלובניה,19
Kaifeng Xian,19
הסה-קאסל,19
Philadelphia,19
בראונשווייג,19
Zanzibar,19
Nashville,19
Tunisia,19
Aberdeen,19
Hejaz,19
Lippe,19
מולדובה,19
הים הקריבי,19
Halifax,19
Genoa,19
Venice,19
London,19
Auvergne,19
Bukhoro,19
מונסטר,19
אמסטרדם,19
הודו-סין,19
אאכן,19
إسبانيا,19
"Northwest, Old",19
Gdansk,19
إلينوي,19
ארצות הברית,19
"Africa, English-speaking",19
Guerrero (State),19
הנובר,19
הרי האפלצ'ים,19
קריית שמונה,19
קנזס סיטי,19
Ukraine,19
ברמן,19
Brno,19
מיזורי,19
Amazon River Region,19
Trobriand Islands,19
Madras,19
Caribbean Sea,19
סקארה,19
Salzburg,19
חצי האי ערב,19
Bosnia and Herzegovina,19
עמק יזרעאל,19
איי טרובריאנד,19
אנטורפן,19
Congo (Brazzaville),19
וילטשייר,19
גיאנה (אזור),19
Labrador,19
אזור מטרופולי ירושלים,19
אתונה,19
סומרסט,19
غيانا,19
דכאו,19
גלוסטרשייר,19
צ'ילה,19
ניו יורק,19
البرازيل,19
Malibu,19
ساحل العاج,19
אפריקה,19
Providence,19
Great Plains,19
קסטיליה וליאון,19
"Arava, Southern",19
מלאווי,19
תוניס,19
בוגנדה,19
חצי כדור הארץ הצפוני,19
בית אלפא,19
אוקספורדשייר,19
סנטו דומינגו,19
טרואה,19
Flanders,19
Ithaca,19
האיטי,19
Córdoba,19
Queensland,19
האימפריה הרומית הקדושה,19
استونيا,19
Zaire,19
Kansas City,19
ים בופור,19
Campania,19
Tibet Autonomous Region,19
يوغوسلافيا,19
"Switzerland, French-speaking",19
بنغال,19
ורקרוז (מדינה),19
Guinea,19
السلفادور,19
סיינה,19
England,19
Tanganyika,19
Acre Region,19
أيرلندا,19
אירופה הצפונית,19
Vojvodina,19
כרנך,19
המדבר המערבי,19
Halberstadt,19
Merida,19
מישור החוף,19
"חיפה, מפרץ",19
Click here for library contact information,19
צ'יאפס,19
פולינזיה הצרפתית,19
بيت لحم,19
אטרוריה,19
קוניה,19
Ostia (Extinct city),19
السويد,19
الأندلس,19
גרליץ,19
בורניאו,19
بالاو,19
צ'רנוביץ,19
United Arab Republic,19
סרדיניה,19
מדבר קלהרי,19
Angola,19
פראנש-קונטה,19
New France,19
מישיגן,19
قيساريا,19
"Aden, Gulf of",19
En Gedi,19
Shefar'am,19
Piedmont,19
יבנאל,19
אויסט דרומי,19
פומפיי (עיר קדומה),19
ארך (עיר קדומה),19
"Africa, East",19
Famagusta,19
צרפת,19
"China, Southeast",19
Oakland,19
Minnesota,19
Glasgow,19
Omaha,19
אנטארקטיקה,19
Vanuatu,19
ג'נין,19
כף התקוה הטובה,19
Quito,19
קורסיקה,19
אור (עיר קדומה),19
הטריטוריות הצפון-מערביות (קנדה),19
מאדהיה פראדש (הודו),19
New York Metropolitan Area,19
לורנס,19
Czech Republic,19
אוסטריה,19
Vatican City,19
ריאד,19
Alabama,19
ברטיסלבה,19
אזור הים הצפוני,19
עמק הערבה (ישראל וירדן),19
Baden-Württemberg,19
ברייטון,19
Solomon Islands,19
جورجيا,19
Madhya Pradesh,19
L'viv,19
ساموا,19
ארצות מתפתחות,19
الجليل الغربي,19
Slovenia,19
North Macedonia,19
Nazareth,19
גאנסו (מחוז),19
Qumran Site,19
ארטואה,19
Modi'in,19
سنغافورة,19
ברזיל,19
موناكو,19
מילנו,19
أذربيجان,19
Dominica,19
קמפלה,19
סינט לואיס,19
Judean Desert,19
Seville,19
Scotland,19
Kenya,19
Or Akiva,19
Papua New Guinea,19
"Africa, Northeast",19
En Harod,19
Caesarea,19
Bordeaux (Nouvelle-Aquitaine),19
Newfoundland,19
ריו גרנדה דו סול,19
Delos Island,19
Hancock County,19
Midlands,19
European Union countries,19
חורן,19
سهل العربة (إسرائيل والأردن),19
Taiwan,19
רפיח,19
إيران,19
Santa Clara Valley (Santa Clara County),19
בוריאטיה,19
رومانيا,19
En Hod,19
Vergina,19
Yukon Territory,19
Cote d'Ivoire,19
الضفة الغربية,19
ניז'ר,19
קרינתיה,19
Dobruja (Romania and Bulgaria),19
Verona,19
Guinea-Bissau,19
סונור (מדינה),19
American Samoa,19
Mombasa,19
מלזיה,19
לפלנד,19
Newcastle upon Tyne,19
קארדיף,19
Isfahan,19
שוואביה,19
מסצ'וסטס,19
Chernivt︠s︡i,19
Cremona,19
מונגוליה הפנימית,19
Southeast Asia,19
Manila,19
Yugoslavia,19
איי גלפגוס,19
ניו מקסיקו,19
Kalahari Desert,19
Idaho Territory,19
Ladākh,19
Palestinian National Authority,19
סנט גאלן,19
ساحل المحيط الأطلسي,19
Kassel,19
روسيا البيضاء,19
North Carolina,19
Argos,19
طيبة,19
Westphalia,19
Tokyo Metropolitan Area,19
Halle an der Saale,19
نيبال,19
غانا,19
En Gedi Region,19
דלמטיה,19
איי ברמודה,19
פטרה (עיר קדומה),19
איי האוקיינוס השקט,19
Marseille,19
עמק אוונס,19
Leicester,19
جنوب أفريقيا,19
פלורידה,19
"Prussia, East (Poland and Russia)",19
קיריבטי,19
Long Island,19
כרמיאל,19
South Africa,19
Meron,19
Himalaya Mountains,19
הראת,19
سيشيل,19
אזור הרי האנדים,19
קובה,19
פיזה,19
Western Sahara,19
Łódź,19
מיסיסיפי,19
באד הומבורג פור דר הוהה,19
Liege,19
סרגוסה,19
קונסטנץ,19
British Columbia,19
הרי ווטאי,19
Palermo,19
צפון אירלנד,19
Israel,19
דקאן,19
ונואטו,19
סרי לנקה,19
أمستردام,19
מונטנה,19
Lower Austria,19
אסטוניה,19
Lincoln,19
ريشون لتسيون,19
Baku,19
Chernihiv,19
Afghanistan,19
עמק נהר הריין,19
تونس,19
Rhodes,19
Ashdod,19
Korea,19
אזורים קרים,19
חצי כדור הארץ המערבי,19
הרי האנדס,19
Warren County,19
אוקינאווה-קן,19
"Negev Mountains, Southern",19
ויומינג,19
שטיריה,19
קיטו,19
Aquitaine,19
بنجاب,19
דגניה א',19
Valais,19
Cyrenaica,19
ליפציג,19
רצועת עזה,19
ח'ייבר פח'טונח'ווה,19
تنزانيا,19
كولومبيا,19
אירואסיה,19
Santiago,19
Nicosia,18
ברדפורד (מערב יורקשייר),18
אדנה (מחוז),18
מחוז אורנג',18
Satu Mare,18
Srebrenica,18
Iowa City,18
Catskill Mountains Region,18
פילוס,18
משהד,18
שידלוביץ (מחוז מזוביץ),18
ויצ'נצה,18
נקסוס,18
Tuva,18
Nineveh (Extinct city),18
פורטה אלגרה (ריו גרנדה דו סול),18
St. Petersburg,18
מחוז פדרלי,18
מחוז פולין קטן,18
Córdoba (Province),18
סחלין (מחוז סחלין),18
סנט אוגוסטין,18
סלבס,18
סרברניצה,18
Rzeszow,18
בוריסלב,18
Khurasan,18
מונטווידאו,18
טנג'בור,18
דרבישייר,18
שפך הרון,18
קוצ'במבה,18
רושטוק,18
בנוונטו,18
רוסיון,18
אורמיה,18
Belz,18
Inyo County,18
Szydłowiec (Województwo Mazowieckie),18
רסאפא (עיר קדומה),18
Montevideo,18
Socotra,18
Giessen,18
הר סיני,18
Malaga,18
Bloomington,18
طيرة الكرمل,18
"Guinea, Gulf of",18
Benevento,18
Thessaloniki,18
Piraeus,18
Vicenza,18
מחוז איניו,18
Wojewodztwo Malopolskie,18
פיראוס,18
Derbyshire,18
טריפולי (מחוז),18
Balochistān,18
סמולנסק,18
Southampton,18
Ho Chi Minh City,18
Suffolk County,18
מנורקה,18
היידראבאד (מדינה),18
Be'er Ya'akov,18
Smolensk,18
אוטבוצק,18
Otwock,18
באר יעקב,18
Bradford (West Yorkshire),18
Megiddo (Extinct city),18
Jiangsu Sheng,18
Lahore,18
אוגסט,18
الجبل الأسود,18
סאות'המפטון,18
Adullam Region,18
Mashhad,18
איבדאן,18
חבל עדולם,18
Manching,18
בלוצ'יסטן,18
מנסי,18
Muncie,18
كركوك,18
Yucca Mountain,18
אזור הרי הקטסקיל,18
Celebes,18
Lut︠s︡ʹk,18
Rostock,18
ניקוסיה,18
לקוניה,18
Porto Alegre (Rio Grande do Sul),18
לאהור,18
Boryslav,18
Augst,18
"Sinai, Mount",18
Rusafa (Extinct city),18
גדרה,18
גוודן,18
Cochabamba,18
קייפ ברטון (אי),18
שלוניקי,18
Przemysl,18
הו צ'י מין סיטי,18
ג'יאנגסו (מחוז),18
צ'סטר,18
Peterborough,18
Hyderabad (State),18
Saint Augustine,18
Chester,18
יוטלנד,18
גיסן,18
روش هعاين,18
רישא,18
Tuvalu,18
جزر مارشال,18
Distrito Federal,18
מפרץ פרינס ויליאם,18
פטרבורו,18
Hefer Valley,18
מחוז סאפוק,18
Prince William Sound,18
Lakonia,18
Blacksburg,18
Roussillon,18
הר יוקה,18
Naxos,18
מנשינג,18
Ibadan,18
"Akhziv, Tel",18
Pylos,18
סטו מרה,18
جنين,18
סוקוטרה,18
Adana Ili,18
Nimes,17
Sea Islands,17
Ma'alot-Tarshiha,17
סאגנה-לק-סן-ז'ן,17
אולמיץ,17
Hidalgo (State),17
קואווילה (מדינה),17
ביצות פריפיאט (בלארוס ואוקראינה),17
וייטנאם (רפובליקה),17
New Netherland,17
Katanga,17
Delmarva Peninsula,17
منطقة اللد,17
ראדום (מחוז מזוביץ),17
אנפוליס,17
North Brabant,17
וולת'ם,17
אזור נהריה,17
كريات شمونا,17
בדפורד,17
Pskov,17
טלקסקאלה (מדינה),17
Eretria (Extinct city),17
לובליאנה,17
Murcia (Region),17
רמת הנדיב,17
East Los Angeles,17
Innsbruck,17
טיבולי,17
סרדיס (עיר קדומה),17
Ljubljana,17
Lucerne,17
Kansas Territory,17
ביהר (מדינה),17
ראלי,17
Custer County,17
נהר יאנגצה,17
Chelm (Lublin),17
Raleigh,17
نتيفوت,17
עמק נהר הוולגה,17
Granada (Reino),17
בעלבק,17
קולמר,17
אוורגליידס,17
טרנטו,17
Coburg,17
בידגושץ',17
Dandara,17
Khust,17
Hanover,17
Baka al R'arbiyya,17
Knossos (Extinct city),17
Kosice,17
טיחואנה (באחה קליפורניה),17
קרמניץ,17
Argolis,17
Williamstown,17
Hesse-Nassau,17
Luzon,17
סוונסי,17
Leicestershire,17
Giverny,17
Respublika Krym,17
Gaspé Peninsula,17
Spitsbergen Island,17
Flores Island,17
סלט לייק סיטי,17
לוצרן,17
Western Province,17
תסלי,17
Ostia,17
Troy,17
"מלבר, חוף",17
Radom (Wojewodztwo Mazowieckie),17
ווז',17
Bourges,17
אתר דיר אל בחרי,17
Gerasa (Extinct city),17
Stratford-upon-Avon,17
Taybeh,17
מדבר סונור,17
Zikhron Ya'akov,17
"Karmel, Mount, Region",17
הארלם,17
Pearl River Delta,17
הידלגו (מקסיקו),17
Rhodesia and Nyasaland,17
Bydgoszcz,17
Stralsund,17
Umm al-Fahm,17
Madrid (Region),17
יוקוהמה,17
שטרלזונד,17
Chemnitz,17
חצי האי קרים,17
Suzhou (Jiangsu Sheng),17
עמק סנטרל,17
سهل الشاغور,17
Salford,17
"צ'אד, אגם",17
Anjou,17
San Juan,17
Thasos,17
Oberbayern,17
Bern (Canton),17
باقة الغربية,17
ירוסלב,17
Sacramento,17
קוזה (עיר קדומה),17
אזור זכרון יעקב,17
באחה קליפורניה (מדינה),17
Neuchatel,17
מפרץ ניו יורק (ניו ג'רזי וניו יורק),17
Morelos,17
Bedford,17
مخيم الدهيشة,17
אגן הקוות נהר מיזורי,17
Dnipropetrovsʹk,17
הודמזושרהי,17
"Alps, French",17
טמרה,17
Kanesh (Extinct city),17
קטמנדו,17
צרפת (עיר קדומה),17
Pforzheim,17
"אונטריו, צפון",17
Dakhla Oasis,17
Fürth,17
San Diego County,17
مستجمع مياه نهر النيل,17
Çatal Mound,17
Palearctic,17
Vercelli,17
האנגג'ואו שי,17
קריית טבעון,17
Elot Region,17
Baja California (State),17
Gilat,17
Chios Island,17
سامارا,17
Réunion,17
Tombouctou,17
לוס אלמוס,17
مسادا، موقع,17
Sde Boker,17
קסאנטן,17
Ramat Hanadiv,17
"Tibet, Plateau of",17
Velikiĭ Novgorod,17
ז'יברני,17
Hammat Gader,17
דור (עיר קדומה),17
פואבלה (מדינה),17
Salem,17
פורארלברג,17
נחל צין,17
غرب الصحراء الكبرى,17
Hebei Sheng,17
נוזי (עיר קדומה),17
עמק נהר מיזורי,17
הרי סן חואן (קולורדו וניו מקסיקו),17
Le Chambon-sur-Lignon,17
Hohenems,17
Freetown,17
המפטונס,17
Delft,17
Logan County,17
Efrat,17
Rădăuți,17
הרי ז'ורה (צרפת ושווייץ),17
גלסטונברי,17
ארובה,17
מרכז אוסטרליה,17
Driftless Area,17
האיים האלאוטיים,17
نوف هجليل,17
אזור מפרץ ג'יימס,17
דרבנט,17
דברצן,17
Aegina Island,17
Besor Region,17
معلوت-ترشيحا,17
Hainaut,17
מוראנו,17
Drenthe,17
Haarlem,17
Persepolis,17
Lucena,17
Tivoli,17
שראנט,17
גלזנקירכן,17
Aegean Sea,17
אזור תיגראי,17
אומה (עיר קדומה),17
בוהמיה (צ'כיה),17
Western Cape,17
Managua,17
Maresha (Extinct city),17
Ozark Mountains,17
إلفنتين,17
דניפרופטרובסק,17
נתיבות,17
Augusta,17
Edirne,17
Aleutian Islands,17
Ghent,17
Kamchatka Peninsula,17
ארגוליס,17
رعنانا,17
קרליה,17
شيخ بريق,17
ווליביליס (עיר קדומה),17
Iṣfahān,17
Gorizia,17
אוטווה,17
תאסוס,17
Vitsebsk,17
Ashkelon Region,17
Sabah,17
Clinton County,17
Erie County,17
קצרין,17
דנובה,17
אזור מדריד,17
Anguilla,17
חארטום,17
Pará (State),17
מוזל,17
Sonoran Desert,17
לקנבך,17
Howard County,17
Hangzhou Shi,17
Deir el-Bahri Site,17
"Spain, Southern",17
דיאלה,17
Nottingham,17
Natsrat Illit,17
נהר ההדסון (ניו יורק וניו ג'רזי),17
Bombay (State),17
מחוז מונטגומרי,17
תעלת סואץ,17
איי הבתולה (ארצות הברית),17
שרופשייר,17
Le Mans,17
אורקני,17
Bayonne,17
Sudan (Region),17
צפון קליפורניה,17
פומרליה,17
זלוצ'וב (מחוז לביב),17
סטניסלב,17
Tijuana (Baja California),17
Potosi,17
Limyra (Extinct city),17
עמק קטמנדו,17
Lund,17
Herodi'on,17
הרי הנגב הצפוני,17
جبال الأطلس,17
Hamilton County,17
אונגור,17
Bedfordshire,17
צ'יוואווה (מדינה),17
Puebla (State),17
ליונס,17
Nancy,17
سان لورنزو دي الإسكوريال,17
Turks and Caicos Islands,17
Colchester,17
סן דייגו (מחוז),17
אנז'ה,17
Xanten,17
Medina,17
קושיצה,17
James Bay Region,17
Tarnow (Wojewodztwo Malopolskie),17
Samothrace Island,17
דרנטה,17
Riverside,17
סקונה,17
נגסקי,17
Albuquerque,17
הארדנים,17
Kea Island,17
לפטיס מגנה (עיר קדומה),17
Bukharskai︠a︡ oblastʹ,17
Sighetu Marmatiei,17
Shenandoah River Valley (Va. and W. Va.),17
אזור קורפס קריסטי,17
Bethany,17
מורסיה (אזור),17
עמק חרוד,17
חלם (לובלין),17
Lyon Region,17
לוגו,17
Ottawa,17
يروحام,17
Harod Valley,17
Malabar Coast,17
קונוס (עיר קדומה),17
ארקדיה,17
צ'טלהויוק,17
Ternopilʹ,17
"England, North West",17
Tayiba,17
Cumbria,17
Iṣfahān,17
Annapolis,17
Olomouc,17
גונדר,17
שושן (עיר קדומה),17
סקרמנטו,17
الدار البيضاء,17
Nagorno-Karabakh,17
עמק נהר הפוטומק,17
איי פוקלנד,17
Saguenay-Lac-Saint-Jean,17
שטלנד,17
פארק לאומי סרנגטי,17
Gush 'Etsyon,17
ג'ג'יאנג (מחוז),17
רוזוודוב,17
Central Australia,17
Volga River Valley,17
Gan Yavne,17
Yosemite Valley,17
Málaga,17
Frankfurt (Oder),17
הולנד החדשה,17
פאטה,17
Wuhan,17
ג'רש (עיר קדומה),17
Corpus Christi Region,17
Yucatán (State),17
אליקנטה,17
אנטרה ריוס,17
Western Desert,17
טרוי,17
חביי (מחוז),17
Poznań,17
לוזון,17
Cuenca,17
לסטרשייר,17
Glastonbury,17
Latgale,17
Kiryat Tivon,17
صفاقس,17
שמפניה-ארדן,17
מחוז לנינגרד,17
איריאן ג'איה,17
Natal,17
Alta Verapaz,17
ג'והור,17
ביון,17
Kiel,17
Christchurch,17
פלוצק,17
גן יבנה,17
Serengeti National Park,17
Presov,17
Vorarlberg,17
Petersburg Region,17
עמק נהר הסאר (צרפת וגרמניה),17
Suez Canal,17
מובייל,17
סן עומר (פה דה קאלה),17
Grant County,17
Netivot,17
West Country,17
רובנו (מחוז רובנו),17
Volubilis (Extinct city),17
Duhaisha (Camp),17
ארתריה (עיר קדומה),17
شرق الجليل,17
ديمونا,17
Avila,17
אוגוסטה,17
شمال اليمن,17
פריזלנד,17
קנוסוס (עיר קדומה),17
چفعتايم,17
הים האגאי,17
Ionia (Turkey and Greece),17
סמותרקיה (אי),17
ווהאן,17
Jawa Timur,17
קובורג,17
גוריציה,17
טרנופול,17
Tigray Region,17
באר טוביה,17
ניגריה המערבית,17
סנט קתרין (אי),17
Sikkim,17
טורטוסה,17
ברן (קנטון),17
Morgantina (Extinct city),17
Umma (Extinct city),17
מרושושרהלי,17
לימירה (עיר קדומה),17
אריאל,17
אפריקה הצפון-מערבית,17
Tournai,17
Everglades,17
Isere,17
Sunbelt States,17
הרי אוזרק,17
Würzburg,17
ארייג',17
Altai Mountains,17
מחוז מונרו,17
קנזס (טריטוריה),17
رمات غان,17
צ'אקו קניון,17
וייטנאם (רפובליקה דמוקרטית),17
נווארה (ממלכה),17
Ceará (State),17
מזריץ',17
לובלין (מחוז),17
מדיין,17
Zin River,17
Lyons,17
חרג (אואזיס),17
Cuneo,17
"Russia, Northwestern",17
אפרת,17
קואנקה,17
جبل الشيخ,17
"Negev Mountains, Northern",17
Ari'el,17
צ'פל היל,17
Colmar,17
לטגליה,17
ווילהרמסדורף,17
"Texas, West",17
עמק נהר המז,17
Delta Region,17
Hainan Sheng,17
زخرون يعكوف,17
Lake States,17
Abydos (Extinct city),17
Arnhem Land (N.T.),17
טור עבדין,17
אדירנה,17
Murano,17
Bytom,17
ים סין,17
معالي أدوميم,17
Meknes,17
נגורנו קרבאך,17
Bogotá,17
Wallachia,17
כפר מסריק,17
"Chad, Lake",17
Ostfriesland,17
חצי האי סלנטינה,17
Lübeck,17
Central Valley,17
Baltic Coast,17
Albany County,17
לנקסטר,17
סקסוניה (פרוסיה),17
بروناي,17
ג'הרקאנד,17
Usafiye,17
מחוז קרבון,17
"כיוס, אי",17
Trento,17
Oahu,17
וסקס,17
ג'אווה טימור,17
"Prussia, West",17
Hansa towns,17
Oradea,17
متسبيه رامون,17
Salt Lake City,17
Arkadia,17
Chornobylʹ,17
קאמבריה,17
St. Albans,17
Kharga (Oasis),17
"Kinneret, Lake, Watershed",17
Saint Catherines Island,17
القيروان,17
Katsrin,17
Gondar,17
طشقند,17
פואבלה,17
סיודאד חוארז,17
Goteborg,17
אוילה,17
Shetland,17
ספקס,17
קולומיאה,17
Vienne,17
ורצ'לי,17
פליארקטי,17
Guayaquil,17
פרגה (עיר קדומה),17
Susa (Extinct city),17
Vosges,17
Pushkin,17
Salentina Peninsula,17
לה מאן,17
Navarre (Kingdom),17
Yokohama-shi,17
Midway Islands,17
Mekong River Watershed,17
Black Hills (S.D. and Wyo.),17
Leszno,17
الدوحة,17
חצור הגלילית,17
Puebla,17
צ'רנוביל,17
מחוז המילטון,17
פלנזבורג,17
סאלם,17
Irian Jaya,17
كريات تفعون,17
מחוז ניי,17
נוטינגהאם,17
גואיאקיל,17
Vietnam (Democratic Republic),17
سانت فنسنت وجزر غرينادين,17
Death Valley (Calif. and Nev.),17
Dor (Extinct city),17
לונד,17
מומבסה,17
אנז'ו,17
Göttingen,17
Ciudad Juárez,17
Samarra',17
Gainesville,17
קז'מרוק,17
פורצהיים,17
אוסטיה,17
ליאון,17
חצי האי גספה,17
פרשוב,17
Schwabisch Hall,17
Lackenbach,17
טירינס (עיר קדומה),17
Ne'ot Smadar,17
Timna Region,17
ביטולה,17
Miami-Dade County,17
Arctic National Wildlife Refuge,17
Danube River,17
Valtellina,17
הרטפורדשייר,17
Clark County,17
מחוז בראון,17
סארברוקן,17
Chaco Canyon,17
ניימיכן,17
"Baikal, Lake",17
Bitola,17
Kezmarok,17
Nile River Watershed,17
מורגנטינה (עיר קדומה),17
Bet Dagan,17
היינאוט,17
Shropshire,17
סנט פאול,17
אגן היקוות מפרץ צ'ספיק,17
Awash River Valley,17
عين جدي,17
Kathmandu,17
מחוז בוכארה,17
טימבקטו,17
קיונגג'ו,17
Bury St. Edmunds,17
הים הצהוב,17
קובלנץ,17
עמק נהר מקונג,17
"California, Northern",17
Champagne-Ardenne,17
אולימפיה,17
Union County,17
Khartoum,17
Plock,17
ולנסיה (מחוז),17
אזור תמנע,17
Thessaly,17
Northampton,17
ויטבסק,17
Alpes-Maritimes,17
قسنطينة,17
ויליאמסטאון,17
Epirus (Greece and Albania),17
פיקרדי,17
Ardennes,17
Lugo,17
Lancaster,17
Tirgu-Mures,17
עבדת (עיר קדומה),17
Mars (Planet),17
אינסברוק,17
גירונה,17
Saxony (Prussia),17
Mitspe Ramon,17
Galanta,17
אזור ליון,17
קולצ'סטר,17
رموت منشيه,17
שטיבה,17
Dessau,17
צפון ישראל,17
Avdat (Extinct city),17
מחוז פאייט,17
"טקסס, מערב",17
"Titicaca, Lake (Peru and Bolivia)",17
מחוז וושינגטון,17
אום אל-פחם,17
Or Yehuda,17
San Juan Mountains (Colo. and N.M.),17
מרניאו,17
Bradford,17
نس تسيونا,17
Sakha,17
קטנגה,17
יוקון (טריטוריה),17
Rahat,17
הרי אלטאי,17
דונהואנג,17
גיזה,17
Ostrog,17
Portuguese-speaking countries,17
Wilhermsdorf,17
הרי האורל,17
סאחה,17
גוש עציון,17
Hod HaSharon,17
לה שמבון-סור-ליניון,17
Waltham,17
Nesher,17
Marche,17
الصويرة,17
Herefordshire,17
Kishinev,17
מנכנגלדבך,17
אזור הר הכרמל,17
צ'יוסי,17
סטרטפורד על נהר אייבון,17
גואנחואטו,17
אזור פטרסבורג,17
جزر المالديف,17
רומנה,17
Kaunos (Extinct city),17
פריטאון,17
סיארה (מדינה),17
Messenia,17
רמת טיבט,17
المدينة المنورة,17
הוהנמס,17
Chihuahua (State),17
Motsa,17
דלפט,17
אורדיאה מרה,17
"מדינות ""חגורת השמש""",17
Kfar Masaryk,17
Leon,17
ארסינואה (פיום : עיר נכחדה),17
أروبا,17
Tübingen,17
הרי הארץ,17
Jativa,17
קריית ים,17
Cook County,17
סמארה,17
טרנוב,17
China Sea,17
פרנקפורט (אודר),17
